date,flow_m3s,remark
2025-06-23,29.48,MJ
2025-06-24,22.81,MJ
2025-06-25,17.47,MJ
2025-06-26,13.97,MJ
2025-06-27,11.87,MJ
2025-06-28,10.95,MJ
2025-06-29,11.01,MJ
2025-06-30,10.24,MJ
2025-07-01,9.799,MJ
2025-07-02,10.35,MJ
2025-07-03,8.674,MJ
2025-07-04,8.716,MJ
2025-07-05,8.926,MJ
2025-07-06,8.292,MJ
2025-07-07,9.22,MJ
2025-07-08,8.768,MJ
2025-07-09,7.42,MJ
2025-07-10,6.847,MJ
2025-07-11,8.111,MJ
2025-07-12,7.621,MJ
2025-07-13,6.559,MJ
2025-07-14,6.784,MJ
2025-07-15,6.041,MJ
2025-07-16,5.308,MJ
2025-07-17,5.632,MJ
2025-07-18,7.365,MJ
2025-07-19,6.211,MJ
2025-07-20,5.811,MJ
2025-07-21,6.012,MJ
2025-07-22,5.411,MJ
2025-07-23,4.813,MJ
2025-07-24,4.626,MJ
2025-07-25,6.179,MJ
2025-07-26,6.886,MJ
2025-07-27,5.199,MJ
2025-07-28,4.788,MJ
2025-07-29,4.509,MJ
2025-07-30,4.909,MJ
2025-07-31,4.69,MJ
2025-08-01,4.087,MJ
2025-08-02,3.839,MJ
2025-08-03,4.222,MJ
2025-08-04,6.292,MJ
2025-08-05,5.633,MJ
2025-08-06,4.366,MJ
2025-08-07,3.855,MJ
2025-08-08,3.574,MJ
2025-08-09,3.372,MJ
2025-08-10,3.25,MJ
2025-08-11,3.069,MJ
2025-08-12,2.904,MJ
2025-08-13,2.871,MJ
2025-08-14,4.774,MJ
2025-08-15,4.207,MJ
2025-08-16,3.377,MJ
2025-08-17,3.861,MJ
2025-08-18,4.844,MJ
2025-08-19,3.889,MJ
2025-08-20,3.395,MJ
2025-08-21,3.106,MJ
2025-08-22,2.944,MJ
2025-08-23,2.903,MJ
2025-08-24,2.864,MJ
2025-08-25,3.492,MJ
2025-08-26,4.511,MJ
2025-08-27,4.079,MJ
2025-08-28,3.83,MJ
2025-08-29,3.687,MJ
2025-08-30,3.894,MJ
2025-08-31,3.576,MJ
2025-09-01,3.248,MJ
2025-09-02,3.015,MJ
2025-09-03,2.912,MJ
2025-09-04,2.775,MJ
2025-09-05,2.689,MJ
2025-09-06,2.794,MJ
2025-09-07,2.792,MJ
2025-09-08,2.862,MJ
2025-09-09,2.921,MJ
2025-09-10,2.748,MJ
2025-09-11,2.641,MJ
2025-09-12,2.549,MJ
2025-09-13,2.473,MJ
2025-09-14,2.453,MJ
2025-09-15,2.406,MJ
2025-09-16,2.371,MJ
2025-09-17,2.31,MJ
2025-09-18,2.275,MJ
2025-09-19,2.429,MJ
2025-09-20,2.365,MJ
2025-09-21,2.266,MJ
2025-09-22,2.229,MJ
2025-09-23,2.231,MJ
2025-09-24,2.276,MJ
2025-09-25,2.319,J
2025-09-26,2.684,MJ
2025-09-27,3.077,MJ
2025-09-28,2.805,MJ
2025-09-29,2.575,MJ
2025-09-30,2.434,MJ
2025-10-01,2.37,MJ
2025-10-02,2.333,MJ
2025-10-03,2.294,MJ
2025-10-04,2.22,MJ
2025-10-05,2.182,MJ
2025-10-06,2.137,MJ
2025-10-07,2.145,MJ
2025-10-08,2.377,MJ
2025-10-09,2.604,MJ
2025-10-10,2.453,MJ
2025-10-11,2.358,MJ
2025-10-12,2.293,MJ
2025-10-13,2.226,MJ
2025-10-14,2.209,MJ
2025-10-15,2.153,MJ
2025-10-16,2.13,MJ
2025-10-17,2.116,MJ
2025-10-18,2.101,MJ
2025-10-19,2.08,MJ
2025-10-20,2.071,MJ
2025-10-21,2.206,MJ
2025-10-22,2.678,MJ
2025-10-23,2.78,J
2025-10-24,2.845,MJ
2025-10-25,2.785,MJ
2025-10-26,2.634,MJ
2025-10-27,2.566,MJ
2025-10-28,2.538,MJ
2025-10-29,2.469,MJ
2025-10-30,2.434,MJ
2025-10-31,2.852,MJ
2025-11-01,8.424,MJ
2025-11-02,7.662,MJ
2025-11-03,5.146,MJ
2025-11-04,4.832,MJ
2025-11-05,5.229,MJ
2025-11-06,4.539,MJ
2025-11-07,4.058,MJ
2025-11-08,3.82,MJ
2025-11-09,3.468,MJ
2025-11-10,3.411,MJ
2025-11-11,2.985,P
2025-11-12,3.472,P
2025-11-13,3.713,P
2025-11-14,3.344,P
2025-11-15,2.902,P
2025-11-16,2.078,P
2025-11-17,2.645,P
2025-11-18,3.176,P
2025-11-19,3.119,P
2025-11-20,2.904,P
2025-11-21,2.842,P
2025-11-22,2.893,P
2025-11-23,2.778,P
2025-11-24,2.723,P
2025-11-25,2.735,P
2025-11-26,2.736,P
2025-11-27,2.799,P
2025-11-28,2.744,P
2025-11-29,2.529,P
2025-11-30,2.204,P
2025-12-01,2.245,P
2025-12-02,1.768,P
2025-12-03,1.729,P
2025-12-04,2.481,P
2025-12-05,2.2,P
2025-12-06,2.825,P
2025-12-07,2.756,P
2025-12-08,2.414,P
2025-12-09,2.502,P
2025-12-10,2.65,P
2025-12-11,2.858,P
2025-12-12,2.844,P
2025-12-13,2.871,P
2025-12-14,2.63,P
2025-12-15,2.541,P
2025-12-16,2.402,P
2025-12-17,2.686,P
2025-12-18,2.564,P
2025-12-19,3.153,P
2025-12-20,5.362,P
2025-12-21,5.748,P
2025-12-22,5.511,P
2025-12-23,4.496,P
2025-12-24,4.07,P
2025-12-25,3.827,P
2025-12-26,3.127,P
2025-12-27,2.819,P
2025-12-28,2.711,P
2025-12-29,2.466,P
2025-12-30,2.356,P
2025-12-31,2.206,P
2026-01-01,1.939,P
2026-01-02,1.602,P
2026-01-03,1.464,P
2026-01-04,1.447,P
2026-01-05,1.363,P
2026-01-06,1.296,P
2026-01-07,1.446,P
2026-01-08,1.696,P
2026-01-09,1.584,P
2026-01-10,1.707,P
2026-01-11,1.778,P
2026-01-12,1.73,P
2026-01-13,1.615,P
2026-01-14,1.949,P
2026-01-15,1.877,J
2026-01-16,1.648,P
2026-01-17,1.548,P
2026-01-18,1.45,P
2026-01-19,1.439,P
2026-01-20,1.38,P
2026-01-21,1.356,P
2026-01-22,1.265,P
2026-01-23,1.19,P
2026-01-24,1.025,P
2026-01-25,0.8493,P
2026-01-26,0.7685,P
2026-01-27,0.7426,P
2026-01-28,0.6779,P
2026-01-29,0.6074,P
2026-01-30,0.5994,P
2026-01-31,0.5963,P
2026-02-01,0.5944,P
2026-02-02,0.5876,P
2026-02-03,0.6155,P
2026-02-04,0.6096,P
2026-02-05,0.5724,P
2026-02-06,0.5467,P
2026-02-07,0.5424,P
2026-02-08,0.5684,P
2026-02-09,0.5323,P
2026-02-10,0.4975,P
2026-02-11,0.5999,P
2026-02-12,0.6335,P
2026-02-13,0.6879,P
2026-02-14,0.7274,P
2026-02-15,0.7155,P
2026-02-16,0.7896,P
2026-02-17,1.229,P
2026-02-18,1.136,P
2026-02-19,0.9398,P
2026-02-20,0.7993,P
2026-02-21,0.7736,P
2026-02-22,0.635,P
2026-02-23,0.5656,P
2026-02-24,0.521,P
2026-02-25,0.5232,P
2026-02-26,0.5412,P
2026-02-27,0.5135,P
2026-02-28,0.7859,P
2026-03-01,0.6647,P
2026-03-02,0.5043,P
2026-03-03,0.5216,P
2026-03-04,0.6624,P
2026-03-05,0.5317,P
2026-03-06,0.5684,P
2026-03-07,1.032,P
2026-03-08,2.129,P
2026-03-09,3.124,P
2026-03-10,3.815,P
2026-03-11,3.081,P
2026-03-12,2.392,J
2026-03-13,2.422,P
2026-03-14,2.452,P
2026-03-15,2.35,P
2026-03-16,2.334,P
2026-03-17,3.56,P
2026-03-18,5.74,P
2026-03-19,5.4,P
2026-03-20,4.6,P
2026-03-21,3.651,P
2026-03-22,3.063,P
2026-03-23,2.683,P
2026-03-24,2.444,P
2026-03-25,2.273,P
2026-03-26,2.103,P
2026-03-27,1.897,P
2026-03-28,1.685,P
2026-03-29,1.647,P
2026-03-30,1.627,P
