date,flow_m3s,remark
2020-01-20,1.4,R
2020-01-21,1.39,R
2020-01-22,1.38,R
2020-01-23,1.37,J
2020-01-24,1.36,R
2020-01-25,1.35,R
2020-01-26,1.34,R
2020-01-27,1.33,R
2020-01-28,1.32,R
2020-01-29,1.31,R
2020-01-30,1.3,R
2020-01-31,1.29,R
2020-02-01,1.29,R
2020-02-02,1.28,R
2020-02-03,1.27,R
2020-02-04,1.27,R
2020-02-05,1.26,R
2020-02-06,1.25,R
2020-02-07,1.25,R
2020-02-08,1.24,R
2020-02-09,1.24,R
2020-02-10,1.23,R
2020-02-11,1.23,R
2020-02-12,1.22,R
2020-02-13,1.22,R
2020-02-14,1.21,R
2020-02-15,1.21,R
2020-02-16,1.2,R
2020-02-17,1.2,R
2020-02-18,1.19,R
2020-02-19,1.19,R
2020-02-20,1.19,R
2020-02-21,1.18,R
2020-02-22,1.18,R
2020-02-23,1.18,R
2020-02-24,1.17,R
2020-02-25,1.17,R
2020-02-26,1.17,R
2020-02-27,1.17,R
2020-02-28,1.16,R
2020-02-29,1.16,R
2020-03-01,1.16,R
2020-03-02,1.15,R
2020-03-03,1.15,R
2020-03-04,1.15,R
2020-03-05,1.15,R
2020-03-06,1.15,R
2020-03-07,1.14,R
2020-03-08,1.14,R
2020-03-09,1.14,R
2020-03-10,1.14,R
2020-03-11,1.34,R
2020-03-12,2.98,R
2020-03-13,4.1,R
2020-03-14,3.31,R
2020-03-15,2.81,R
2020-03-16,2.48,R
2020-03-17,2.25,R
2020-03-18,2.08,R
2020-03-19,1.94,R
2020-03-20,1.8,R
2020-03-21,3.11,R
2020-03-22,5.63,R
2020-03-23,4.5,R
2020-03-24,3.53,J
2020-03-25,2.78,R
2020-03-26,2.67,R
2020-03-27,2.57,R
2020-03-28,2.49,R
2020-03-29,2.41,R
2020-03-30,2.34,R
2020-03-31,2.28,R
2020-04-01,2.22,R
2020-04-02,2.17,R
2020-04-03,2.72,R
2020-04-04,3.5,R
2020-04-05,4.45,R
2020-04-06,4.83,R
2020-04-07,4.95,R
2020-04-08,4.2,R
2020-04-09,3.69,R
2020-04-10,3.34,R
2020-04-11,3.08,R
2020-04-12,2.88,R
2020-04-13,2.98,R
2020-04-14,4.56,R
2020-04-15,7.04,R
2020-04-16,5.75,R
2020-04-17,4.93,R
2020-04-18,4.4,R
2020-04-19,4.05,R
2020-04-20,3.81,R
2020-04-21,3.64,R
2020-04-22,3.5,R
2020-04-23,3.36,R
2020-04-24,3.37,R
2020-04-25,3.48,R
2020-04-26,3.7,R
2020-04-27,4.1,R
2020-04-28,4.78,R
2020-04-29,6.09,R
2020-04-30,9.04,R
2020-05-01,16.62,R
2020-05-02,26.44,MJ
2020-05-03,26.75,MJ
2020-05-04,26.05,MJ
2020-05-05,26.03,MJ
2020-05-06,22.57,MJ
2020-05-07,21.54,MJ
2020-05-08,20.71,MJ
2020-05-09,16.91,MJ
2020-05-10,14.47,MJ
2020-05-11,12.33,MJ
2020-05-12,10.68,MJ
2020-05-13,9.869,MJ
2020-05-14,10.02,MJ
2020-05-15,12.13,MJ
2020-05-16,14.86,MJ
2020-05-17,24.74,MJ
2020-05-18,26.63,MJ
2020-05-19,26.56,MJ
2020-05-20,29.08,MJ
2020-05-21,40.23,MJ
2020-05-22,57.76,MJ
2020-05-23,57.5,MJ
2020-05-24,47.61,MJ
2020-05-25,48.07,MJ
2020-05-26,60.14,MJ
2020-05-27,80.17,MJ
2020-05-28,115,MJ
2020-05-29,88.77,MJ
2020-05-30,81.7,MJ
2020-05-31,67.24,MJ
2020-06-01,40.71,MJ
2020-06-02,28.78,MJ
2020-06-03,23.6,MJ
2020-06-04,20.76,MJ
2020-06-05,19.29,MJ
2020-06-06,19.4,MJ
2020-06-07,23.99,MJ
2020-06-08,19.86,MJ
2020-06-09,16.15,MJ
2020-06-10,13.84,MJ
2020-06-11,12.71,MJ
2020-06-12,12.07,MJ
2020-06-13,11.71,MJ
2020-06-14,10.69,MJ
2020-06-15,9.412,MJ
2020-06-16,8.409,MJ
2020-06-17,7.597,MJ
2020-06-18,6.938,MJ
2020-06-19,6.377,MJ
2020-06-20,5.891,MJ
2020-06-21,5.564,MJ
2020-06-22,5.32,MJ
2020-06-23,5.081,MJ
2020-06-24,5.189,MJ
2020-06-25,5.969,MJ
2020-06-26,5.543,MJ
2020-06-27,5.341,MJ
2020-06-28,6.874,MJ
2020-06-29,16.42,MJ
2020-06-30,13.84,MJ
2020-07-01,9.857,MJ
2020-07-02,7.74,MJ
2020-07-03,6.717,MJ
2020-07-04,5.944,MJ
2020-07-05,5.248,MJ
2020-07-06,4.844,J
2020-07-07,4.503,MJ
2020-07-08,5.632,MJ
2020-07-09,9.128,MJ
2020-07-10,7.771,MJ
2020-07-11,6.243,MJ
2020-07-12,8.55,MJ
2020-07-13,11.33,MJ
2020-07-14,9.726,MJ
2020-07-15,8.146,MJ
2020-07-16,6.556,MJ
2020-07-17,7.038,MJ
2020-07-18,13.81,MJ
2020-07-19,10.76,MJ
2020-07-20,8.574,MJ
2020-07-21,7.927,MJ
2020-07-22,6.784,MJ
2020-07-23,6.018,MJ
2020-07-24,5.371,MJ
2020-07-25,4.833,MJ
2020-07-26,5.262,MJ
2020-07-27,6.653,MJ
2020-07-28,5.776,MJ
2020-07-29,10.42,MJ
2020-07-30,10.18,MJ
2020-07-31,8.446,MJ
2020-08-01,6.865,MJ
2020-08-02,5.953,MJ
2020-08-03,6.489,MJ
2020-08-04,7.978,MJ
2020-08-05,15.4,MJ
2020-08-06,20.73,MJ
2020-08-07,13.97,MJ
2020-08-08,10.03,MJ
2020-08-09,7.891,MJ
2020-08-10,6.635,MJ
2020-08-11,5.922,MJ
2020-08-12,6.322,MJ
2020-08-13,6.307,MJ
2020-08-14,5.343,MJ
2020-08-15,4.802,MJ
2020-08-16,4.419,MJ
2020-08-17,4.107,MJ
2020-08-18,3.998,MJ
2020-08-19,5.051,MJ
2020-08-20,5.896,MJ
2020-08-21,5.784,MJ
2020-08-22,4.847,MJ
2020-08-23,4.281,MJ
2020-08-24,3.923,MJ
2020-08-25,3.885,MJ
2020-08-26,5.399,MJ
2020-08-27,6.012,MJ
2020-08-28,5.158,MJ
2020-08-29,4.444,MJ
2020-08-30,9.845,MJ
2020-08-31,16.83,MJ
2020-09-01,11.46,MJ
2020-09-02,8.359,MJ
2020-09-03,8.129,MJ
2020-09-04,7.897,MJ
2020-09-05,6.575,MJ
2020-09-06,5.988,MJ
2020-09-07,5.531,MJ
2020-09-08,5.11,MJ
2020-09-09,4.786,MJ
2020-09-10,5.526,MJ
2020-09-11,8.336,MJ
2020-09-12,7.055,MJ
2020-09-13,5.869,MJ
2020-09-14,6.734,MJ
2020-09-15,7.228,MJ
2020-09-16,6.654,MJ
2020-09-17,16.13,MJ
2020-09-18,15.66,MJ
2020-09-19,11.13,MJ
2020-09-20,8.863,MJ
2020-09-21,7.57,MJ
2020-09-22,6.764,MJ
2020-09-23,6.243,MJ
2020-09-24,5.902,MJ
2020-09-25,5.637,MJ
2020-09-26,5.32,MJ
2020-09-27,4.978,MJ
2020-09-28,4.707,MJ
2020-09-29,4.575,MJ
2020-09-30,8.305,MJ
2020-10-01,21.48,MJ
2020-10-02,16.29,MJ
2020-10-03,13.77,MJ
2020-10-04,11.49,MJ
2020-10-05,9.847,MJ
2020-10-06,9.486,MJ
2020-10-07,8.79,MJ
2020-10-08,10.87,MJ
2020-10-09,12,MJ
2020-10-10,10.36,MJ
2020-10-11,13.24,MJ
2020-10-12,12.12,MJ
2020-10-13,10.09,MJ
2020-10-14,9.636,MJ
2020-10-15,10.48,MJ
2020-10-16,9.927,MJ
2020-10-17,12.52,MJ
2020-10-18,13.79,MJ
2020-10-19,13.24,MJ
2020-10-20,20.95,MJ
2020-10-21,28.05,MJ
2020-10-22,21.92,MJ
2020-10-23,19.16,MJ
2020-10-24,22.62,MJ
2020-10-25,21.76,MJ
2020-10-26,17.12,MJ
2020-10-27,14.74,MJ
2020-10-28,12.82,MJ
2020-10-29,11.89,MJ
2020-10-30,9.641,MJ
2020-10-31,8.531,MJ
2020-11-01,9.439,MJ
2020-11-02,9.387,MJ
2020-11-03,7.775,MJ
2020-11-04,6.394,MJ
2020-11-05,8.207,MJ
2020-11-06,8.955,MJ
2020-11-07,9.474,MJ
2020-11-08,9.207,MJ
2020-11-09,8.532,MJ
2020-11-10,8.272,MJ
2020-11-11,8.023,MJ
2020-11-12,7.607,MJ
2020-11-13,7.086,MJ
2020-11-14,6.752,MJ
2020-11-15,6.377,MJ
2020-11-16,6.239,MJ
2020-11-17,6.034,MJ
2020-11-18,4.709,MJ
2020-11-19,4.87,MJ
2020-11-20,6.042,MJ
2020-11-21,7.213,MJ
2020-11-22,6.145,MJ
2020-11-23,5.31,R
2020-11-24,4.91,R
2020-11-25,4.69,R
2020-11-26,5.15,R
2020-11-27,6.5,R
2020-11-28,6.42,R
2020-11-29,5.69,R
2020-11-30,5.28,R
2020-12-01,6.86,R
2020-12-02,16.55,R
2020-12-03,15.5,R
2020-12-04,11.1,R
2020-12-05,8.5,R
2020-12-06,5.03,R
2020-12-07,4.88,R
2020-12-08,4.7,R
2020-12-09,4.5,R
2020-12-10,4.3,R
2020-12-11,4.11,R
2020-12-12,3.92,R
2020-12-13,3.76,R
2020-12-14,3.62,R
2020-12-15,3.44,R
2020-12-16,3.22,R
2020-12-17,3.05,R
2020-12-18,3.14,R
2020-12-19,3.2,R
2020-12-20,3.15,R
2020-12-21,3.06,R
2020-12-22,2.96,R
2020-12-23,2.88,R
2020-12-24,3.8,R
2020-12-25,8.06,R
2020-12-26,27.53,R
2020-12-27,16.29,R
2020-12-28,11.42,R
2020-12-29,9.02,R
2020-12-30,7.59,R
2020-12-31,6.8,R
2021-01-01,6.4,R
2021-01-02,6.04,R
2021-01-03,5.71,R
2021-01-04,5.42,R
2021-01-05,5.16,R
2021-01-06,4.93,R
2021-01-07,4.73,R
2021-01-08,4.56,R
2021-01-09,4.42,R
2021-01-10,4.3,R
2021-01-11,3.74,R
2021-01-12,4.05,R
2021-01-13,4.41,R
2021-01-14,4.33,R
2021-01-15,4.24,R
2021-01-16,4.15,R
2021-01-17,4.06,R
2021-01-18,3.99,R
2021-01-19,3.42,R
2021-01-20,3.62,R
2021-01-21,3.83,J
2021-01-22,3.62,R
2021-01-23,3.43,R
2021-01-24,3.26,R
2021-01-25,3.09,R
2021-01-26,2.94,R
2021-01-27,2.8,R
2021-01-28,2.67,R
2021-01-29,2.56,R
2021-01-30,2.45,R
2021-01-31,2.34,R
2021-02-01,2.25,R
2021-02-02,2.16,R
2021-02-03,2.08,R
2021-02-04,2,R
2021-02-05,1.93,R
2021-02-06,1.87,R
2021-02-07,1.81,R
2021-02-08,1.76,R
2021-02-09,1.7,R
2021-02-10,1.62,R
2021-02-11,1.51,R
2021-02-12,1.43,R
2021-02-13,1.5,R
2021-02-14,1.54,R
2021-02-15,1.51,R
2021-02-16,1.47,R
2021-02-17,1.43,R
2021-02-18,1.39,R
2021-02-19,1.36,R
2021-02-20,1.32,R
2021-02-21,1.29,R
2021-02-22,1.25,R
2021-02-23,1.22,R
2021-02-24,1.19,R
2021-02-25,1.16,R
2021-02-26,1.13,R
2021-02-27,1.1,R
2021-02-28,1.08,R
2021-03-01,1.03,R
2021-03-02,1.01,R
2021-03-03,0.99,R
2021-03-04,0.971,R
2021-03-05,0.954,R
2021-03-06,0.938,R
2021-03-07,0.924,R
2021-03-08,0.911,R
2021-03-09,0.899,R
2021-03-10,0.89,R
2021-03-11,2.08,R
2021-03-12,5.08,R
2021-03-13,8.86,R
2021-03-14,5.42,R
2021-03-15,3.93,R
2021-03-16,3.24,R
2021-03-17,2.9,R
2021-03-18,2.69,J
2021-03-19,2.46,R
2021-03-20,2.22,R
2021-03-21,2.68,R
2021-03-22,3.79,R
2021-03-23,6.4,R
2021-03-24,10.45,R
2021-03-25,12.06,R
2021-03-26,15.15,R
2021-03-27,13.08,R
2021-03-28,10.68,R
2021-03-29,8.68,R
2021-03-30,7.39,R
2021-03-31,8.55,R
2021-04-01,11.91,R
2021-04-02,10.33,R
2021-04-03,9.04,R
2021-04-04,7.99,R
2021-04-05,7.14,R
2021-04-06,6.46,R
2021-04-07,7.7,R
2021-04-08,11.61,R
2021-04-09,16.37,R
2021-04-10,21.84,R
2021-04-11,24.64,R
2021-04-12,23.48,MJ
2021-04-13,22.02,MJ
2021-04-14,19.8,MJ
2021-04-15,17.58,MJ
2021-04-16,16.22,MJ
2021-04-17,13.66,MJ
2021-04-18,11.77,MJ
2021-04-19,10.92,MJ
2021-04-20,10.97,MJ
2021-04-21,10.99,MJ
2021-04-22,9.871,MJ
2021-04-23,8.901,MJ
2021-04-24,9.57,MJ
2021-04-25,10.52,MJ
2021-04-26,13.05,MJ
2021-04-27,12.92,MJ
2021-04-28,12.98,MJ
2021-04-29,13.1,MJ
2021-04-30,13.56,MJ
2021-05-01,13.53,MJ
2021-05-02,11.92,MJ
2021-05-03,10.13,MJ
2021-05-04,8.942,MJ
2021-05-05,11.2,MJ
2021-05-06,35.52,MJ
2021-05-07,30.89,MJ
2021-05-08,19.54,MJ
2021-05-09,15.49,MJ
2021-05-10,13.79,MJ
2021-05-11,13.16,MJ
2021-05-12,15.6,MJ
2021-05-13,15.29,MJ
2021-05-14,13.41,MJ
2021-05-15,12.36,MJ
2021-05-16,11.96,MJ
2021-05-17,11.69,MJ
2021-05-18,11.83,MJ
2021-05-19,11.64,MJ
2021-05-20,10.61,MJ
2021-05-21,10.32,MJ
2021-05-22,10.79,MJ
2021-05-23,17.1,MJ
2021-05-24,23.29,MJ
2021-05-25,16.3,MJ
2021-05-26,16.02,MJ
2021-05-27,19.91,MJ
2021-05-28,18.2,MJ
2021-05-29,13.82,MJ
2021-05-30,11.3,MJ
2021-05-31,10.06,MJ
2021-06-01,9.927,MJ
2021-06-02,9.532,MJ
2021-06-03,8.824,MJ
2021-06-04,8.433,MJ
2021-06-05,8.337,MJ
2021-06-06,9.402,MJ
2021-06-07,8.604,MJ
2021-06-08,7.42,MJ
2021-06-09,6.612,MJ
2021-06-10,6.012,MJ
2021-06-11,5.552,MJ
2021-06-12,5.239,MJ
2021-06-13,4.886,MJ
2021-06-14,4.646,MJ
2021-06-15,5.122,MJ
2021-06-16,9.209,MJ
2021-06-17,10.4,MJ
2021-06-18,10.96,MJ
2021-06-19,9.109,MJ
2021-06-20,9.084,MJ
2021-06-21,8.262,MJ
2021-06-22,8.48,MJ
2021-06-23,7.821,MJ
2021-06-24,6.715,MJ
2021-06-25,5.83,MJ
2021-06-26,5.34,MJ
2021-06-27,6.832,MJ
2021-06-28,34.71,MJ
2021-06-29,25.94,MJ
2021-06-30,19.23,MJ
2021-07-01,33.35,MJ
2021-07-02,24.87,MJ
2021-07-03,16.45,MJ
2021-07-04,12.53,MJ
2021-07-05,10.25,MJ
2021-07-06,8.779,MJ
2021-07-07,8.202,MJ
2021-07-08,7.655,MJ
2021-07-09,8.799,MJ
2021-07-10,9.28,MJ
2021-07-11,7.589,MJ
2021-07-12,6.929,MJ
2021-07-13,6.113,MJ
2021-07-14,5.621,MJ
2021-07-15,5.971,MJ
2021-07-16,7.666,MJ
2021-07-17,8.359,MJ
2021-07-18,6.23,MJ
2021-07-19,5.383,MJ
2021-07-20,5.037,MJ
2021-07-21,4.783,MJ
2021-07-22,4.671,MJ
2021-07-23,4.888,MJ
2021-07-24,4.838,MJ
2021-07-25,4.402,MJ
2021-07-26,4.729,MJ
2021-07-27,8.451,MJ
2021-07-28,7.334,MJ
2021-07-29,5.536,MJ
2021-07-30,5.269,MJ
2021-07-31,6.023,MJ
2021-08-01,6.052,MJ
2021-08-02,5.305,MJ
2021-08-03,4.802,MJ
2021-08-04,4.579,MJ
2021-08-05,4.351,MJ
2021-08-06,4.007,MJ
2021-08-07,3.801,MJ
2021-08-08,3.794,MJ
2021-08-09,3.681,MJ
2021-08-10,3.503,MJ
2021-08-11,3.381,MJ
2021-08-12,3.332,MJ
2021-08-13,3.441,MJ
2021-08-14,4.135,MJ
2021-08-15,4.259,MJ
2021-08-16,3.608,MJ
2021-08-17,3.196,MJ
2021-08-18,2.969,MJ
2021-08-19,2.851,MJ
2021-08-20,2.75,MJ
2021-08-21,2.667,MJ
2021-08-22,2.595,MJ
2021-08-23,6.774,MJ
2021-08-24,4.004,MJ
2021-08-25,3.426,MJ
2021-08-26,3.117,MJ
2021-08-27,2.845,MJ
2021-08-28,2.706,MJ
2021-08-29,2.587,MJ
2021-08-30,2.555,MJ
2021-08-31,2.511,MJ
2021-09-01,2.46,MJ
2021-09-02,2.506,MJ
2021-09-03,2.582,MJ
2021-09-04,2.639,MJ
2021-09-05,2.492,MJ
2021-09-06,2.542,MJ
2021-09-07,2.825,MJ
2021-09-08,2.883,MJ
2021-09-09,2.676,MJ
2021-09-10,2.589,MJ
2021-09-11,2.565,MJ
2021-09-12,2.716,MJ
2021-09-13,3.028,MJ
2021-09-14,2.87,MJ
2021-09-15,3.821,J
2021-09-16,6.845,MJ
2021-09-17,4.611,MJ
2021-09-18,3.851,MJ
2021-09-19,3.841,MJ
2021-09-20,3.363,MJ
2021-09-21,3.04,MJ
2021-09-22,2.837,MJ
2021-09-23,2.917,MJ
2021-09-24,3.245,MJ
2021-09-25,4.884,MJ
2021-09-26,5.763,MJ
2021-09-27,4.785,MJ
2021-09-28,4.2,MJ
2021-09-29,3.892,MJ
2021-09-30,3.838,MJ
2021-10-01,3.993,MJ
2021-10-02,4.52,MJ
2021-10-03,4.327,MJ
2021-10-04,3.871,MJ
2021-10-05,3.556,MJ
2021-10-06,3.324,MJ
2021-10-07,3.16,MJ
2021-10-08,3.016,MJ
2021-10-09,2.923,MJ
2021-10-10,2.846,MJ
2021-10-11,2.782,MJ
2021-10-12,2.752,MJ
2021-10-13,2.715,MJ
2021-10-14,2.682,MJ
2021-10-15,2.667,MJ
2021-10-16,2.724,MJ
2021-10-17,3.947,MJ
2021-10-18,6.134,MJ
2021-10-19,6.489,MJ
2021-10-20,8.462,MJ
2021-10-21,8.355,MJ
2021-10-22,7.098,MJ
2021-10-23,7.808,MJ
2021-10-24,7.148,MJ
2021-10-25,6.028,MJ
2021-10-26,5.336,MJ
2021-10-27,4.865,MJ
2021-10-28,4.482,MJ
2021-10-29,4.202,MJ
2021-10-30,3.955,MJ
2021-10-31,4.002,MJ
2021-11-01,4.679,MJ
2021-11-02,5.484,MJ
2021-11-03,5.159,MJ
2021-11-04,4.547,MJ
2021-11-05,4.055,MJ
2021-11-06,3.957,MJ
2021-11-07,3.998,MJ
2021-11-08,3.79,MJ
2021-11-09,3.775,MJ
2021-11-10,3.713,MJ
2021-11-11,3.617,MJ
2021-11-12,3.501,MJ
2021-11-13,3.576,MJ
2021-11-14,3.769,MJ
2021-11-15,4.035,MJ
2021-11-16,3.836,MJ
2021-11-17,3.214,MJ
2021-11-18,3.714,MJ
2021-11-19,4.64,R
2021-11-20,3.92,R
2021-11-21,3.91,R
2021-11-22,3.9,R
2021-11-23,3.1,R
2021-11-24,2.83,R
2021-11-25,2.58,R
2021-11-26,2.51,R
2021-11-27,2.45,R
2021-11-28,2.43,R
2021-11-29,2.4,R
2021-11-30,2.37,R
2021-12-01,2.34,R
2021-12-02,2.31,R
2021-12-03,2.29,R
2021-12-04,2.26,R
2021-12-05,2.25,R
2021-12-06,2.64,R
2021-12-07,3.14,R
2021-12-08,3.58,R
2021-12-09,3.56,R
2021-12-10,3.55,R
2021-12-11,3.94,R
2021-12-12,4.44,R
2021-12-13,4.88,R
2021-12-14,4.38,R
2021-12-15,3.83,R
2021-12-16,3.39,R
2021-12-17,4.59,R
2021-12-18,5.95,R
2021-12-19,5.49,R
2021-12-20,4.95,R
2021-12-21,4.41,R
2021-12-22,3.93,R
2021-12-23,3.55,R
2021-12-24,3.11,R
2021-12-25,2.7,R
2021-12-26,2.56,R
2021-12-27,2.39,R
2021-12-28,2.23,R
2021-12-29,2.1,R
2021-12-30,2.02,R
2021-12-31,1.93,R
2022-01-01,1.85,R
2022-01-02,2.11,R
2022-01-03,1.85,R
2022-01-04,1.68,R
2022-01-05,1.54,R
2022-01-06,1.63,R
2022-01-07,1.61,R
2022-01-08,1.58,R
2022-01-09,1.55,R
2022-01-10,1.53,R
2022-01-11,1.51,R
2022-01-12,1.48,R
2022-01-13,1.46,R
2022-01-14,1.44,R
2022-01-15,1.42,R
2022-01-16,1.4,R
2022-01-17,1.38,R
2022-01-18,1.36,R
2022-01-19,1.34,R
2022-01-20,1.33,R
2022-01-21,1.31,R
2022-01-22,1.3,R
2022-01-23,1.29,R
2022-01-24,1.28,R
2022-01-25,1.27,R
2022-01-26,1.34,R
2022-01-27,1.41,R
2022-01-28,1.38,R
2022-01-29,1.38,R
2022-01-30,1.38,R
2022-01-31,1.38,R
2022-02-01,1.39,R
2022-02-02,1.39,R
2022-02-03,1.59,R
2022-02-04,1.59,R
2022-02-05,1.58,R
2022-02-06,1.57,R
2022-02-07,1.56,R
2022-02-08,1.55,R
2022-02-09,1.54,J
2022-02-10,1.53,R
2022-02-11,1.52,R
2022-02-12,1.51,R
2022-02-13,1.42,R
2022-02-14,1.31,R
2022-02-15,1.23,R
2022-02-16,1.32,R
2022-02-17,1.41,R
2022-02-18,1.37,R
2022-02-19,1.31,R
2022-02-20,1.26,R
2022-02-21,1.2,R
2022-02-22,1.15,R
2022-02-23,1.11,R
2022-02-24,1.1,R
2022-02-25,1.1,R
2022-02-26,1.09,R
2022-02-27,1.08,R
2022-02-28,1.07,R
2022-03-01,1.05,R
2022-03-02,1.04,R
2022-03-03,1.04,R
2022-03-04,1.04,R
2022-03-05,1.04,R
2022-03-06,1.04,R
2022-03-07,1.04,R
2022-03-08,1.04,R
2022-03-09,1.04,R
2022-03-10,1.18,R
2022-03-11,1.36,R
2022-03-12,1.52,R
2022-03-13,1.43,R
2022-03-14,1.33,R
2022-03-15,1.25,R
2022-03-16,1.28,R
2022-03-17,1.3,R
2022-03-18,1.33,R
2022-03-19,1.69,R
2022-03-20,2.08,R
2022-03-21,1.91,R
2022-03-22,1.74,R
2022-03-23,1.53,J
2022-03-24,1.5,R
2022-03-25,1.46,R
2022-03-26,1.43,R
2022-03-27,1.39,R
2022-03-28,1.36,R
2022-03-29,1.33,R
2022-03-30,1.36,R
2022-03-31,1.39,R
2022-04-01,1.65,R
2022-04-02,1.99,R
2022-04-03,2.3,R
2022-04-04,2.17,R
2022-04-05,2.02,R
2022-04-06,1.89,R
2022-04-07,1.91,R
2022-04-08,1.94,R
2022-04-09,1.97,R
2022-04-10,1.99,R
2022-04-11,2.7,R
2022-04-12,3.66,R
2022-04-13,4.78,R
2022-04-14,5.77,R
2022-04-15,7.3,R
2022-04-16,8.99,R
2022-04-17,8.9,R
2022-04-18,7.22,R
2022-04-19,6.61,R
2022-04-20,6.03,R
2022-04-21,5.41,R
2022-04-22,5.51,R
2022-04-23,5.66,R
2022-04-24,5.88,R
2022-04-25,6.17,R
2022-04-26,10.34,R
2022-04-27,15.76,R
2022-04-28,14.48,R
2022-04-29,13.03,R
2022-04-30,11.85,R
2022-05-01,12.27,R
2022-05-02,16.09,R
2022-05-03,25.87,MJ
2022-05-04,34.58,MJ
2022-05-05,35.09,MJ
2022-05-06,27.74,MJ
2022-05-07,21.4,MJ
2022-05-08,19.71,MJ
2022-05-09,21.66,MJ
2022-05-10,29.88,MJ
2022-05-11,45.87,MJ
2022-05-12,59.15,MJ
2022-05-13,68.14,MJ
2022-05-14,83.28,MJ
2022-05-15,86.16,J
2022-05-16,76.33,MJ
2022-05-17,80.58,MJ
2022-05-18,79.43,MJ
2022-05-19,51.65,MJ
2022-05-20,35.61,MJ
2022-05-21,38.92,MJ
2022-05-22,53.02,MJ
2022-05-23,47.8,MJ
2022-05-24,33.38,MJ
2022-05-25,24.53,MJ
2022-05-26,23.15,MJ
2022-05-27,66.68,MJ
2022-05-28,96.36,MJ
2022-05-29,72.99,MJ
2022-05-30,39.46,MJ
2022-05-31,30.78,MJ
2022-06-01,25.12,MJ
2022-06-02,20.43,MJ
2022-06-03,17.44,MJ
2022-06-04,17.11,MJ
2022-06-05,33.1,MJ
2022-06-06,46.56,MJ
2022-06-07,29.59,MJ
2022-06-08,28.69,MJ
2022-06-09,47.4,MJ
2022-06-10,74.86,MJ
2022-06-11,63.78,MJ
2022-06-12,38.04,MJ
2022-06-13,41.81,MJ
2022-06-14,50.75,MJ
2022-06-15,33.17,MJ
2022-06-16,24.7,MJ
2022-06-17,23.74,MJ
2022-06-18,30.1,MJ
2022-06-19,29.11,MJ
2022-06-20,21.27,MJ
2022-06-21,17.15,MJ
2022-06-22,14.84,MJ
2022-06-23,13.27,MJ
2022-06-24,12.33,MJ
2022-06-25,11,MJ
2022-06-26,9.692,MJ
2022-06-27,10.13,MJ
2022-06-28,12.9,MJ
2022-06-29,10.55,MJ
2022-06-30,12.36,MJ
2022-07-01,13.12,MJ
2022-07-02,14.4,MJ
2022-07-03,11.9,MJ
2022-07-04,10.44,MJ
2022-07-05,9.525,MJ
2022-07-06,10.44,MJ
2022-07-07,10.92,MJ
2022-07-08,8.812,MJ
2022-07-09,7.979,MJ
2022-07-10,7.133,MJ
2022-07-11,6.701,MJ
2022-07-12,6.872,MJ
2022-07-13,7.922,MJ
2022-07-14,7.112,MJ
2022-07-15,6.208,MJ
2022-07-16,5.632,MJ
2022-07-17,5.224,MJ
2022-07-18,4.973,MJ
2022-07-19,5.289,MJ
2022-07-20,7.339,MJ
2022-07-21,6.369,MJ
2022-07-22,11.78,MJ
2022-07-23,9.5,MJ
2022-07-24,7.685,MJ
2022-07-25,11.35,MJ
2022-07-26,13.2,MJ
2022-07-27,10.12,MJ
2022-07-28,7.807,MJ
2022-07-29,6.591,MJ
2022-07-30,6.33,MJ
2022-07-31,6.848,MJ
2022-08-01,6.038,MJ
2022-08-02,5.351,MJ
2022-08-03,5.205,MJ
2022-08-04,5.146,MJ
2022-08-05,6.018,MJ
2022-08-06,5.193,MJ
2022-08-07,4.568,MJ
2022-08-08,4.739,MJ
2022-08-09,4.727,MJ
2022-08-10,5.136,MJ
2022-08-11,4.65,MJ
2022-08-12,4.222,MJ
2022-08-13,3.99,MJ
2022-08-14,3.805,MJ
2022-08-15,3.572,MJ
2022-08-16,3.43,MJ
2022-08-17,3.26,MJ
2022-08-18,3.256,MJ
2022-08-19,3.692,MJ
2022-08-20,3.489,MJ
2022-08-21,3.182,MJ
2022-08-22,3.589,MJ
2022-08-23,4.56,MJ
2022-08-24,8.865,MJ
2022-08-25,7.38,MJ
2022-08-26,5.828,MJ
2022-08-27,5.183,MJ
2022-08-28,4.596,MJ
2022-08-29,4.092,MJ
2022-08-30,5.82,MJ
2022-08-31,14.17,MJ
2022-09-01,14.87,MJ
2022-09-02,10.83,MJ
2022-09-03,7.917,MJ
2022-09-04,6.3,MJ
2022-09-05,5.511,MJ
2022-09-06,4.956,MJ
2022-09-07,4.495,MJ
2022-09-08,4.162,MJ
2022-09-09,4.087,MJ
2022-09-10,3.939,MJ
2022-09-11,3.663,MJ
2022-09-12,3.492,MJ
2022-09-13,3.486,MJ
2022-09-14,5.633,MJ
2022-09-15,13.04,MJ
2022-09-16,9.32,MJ
2022-09-17,6.901,MJ
2022-09-18,5.712,MJ
2022-09-19,5,MJ
2022-09-20,4.517,MJ
2022-09-21,4.241,MJ
2022-09-22,5.125,MJ
2022-09-23,8.056,MJ
2022-09-24,7.443,MJ
2022-09-25,6.104,MJ
2022-09-26,5.275,MJ
2022-09-27,5.299,MJ
2022-09-28,6.132,MJ
2022-09-29,5.996,MJ
2022-09-30,5.715,MJ
2022-10-01,5.095,MJ
2022-10-02,4.609,MJ
2022-10-03,4.317,MJ
